run_id,comparator,scenario,tier,task,data_kind,dataset,pinned,engine,engine_version,device_requested,device_used,backend_proof,threads,histogram_builder,repeat,status,primary_metric,primary_value,train_s,train_cpu_s,train_par_eff,binning_s,predict_batch_s,predict_batch_par_eff,predict_row_s,warmup_s,import_s,peak_rss_bytes,model_bytes,num_trees,num_bin,bins_total,bins_sha256,train_rows,train_features,predictions_sha256,data_sha256
20260816T130339Z-lam0-f32,stock+det@v2,imbalanced_binary,standard,binary,synthetic,generated:imbalanced_binary,True,mojotrees,0.1.0,cpu,cpu,train transfers=0 syncs=0,10,feature_major,0,ok,average_precision,0.010217821470117973,2.2614896669983864,8.663705,3.83097262235078,0.033186833024956286,0.3338209170033224,1.0093526898503218,4.079198697581887e-05,0.0021180000039748847,0.04248283401830122,586022912,623666,100,255,10200,043135be12ca8f31940d762bbf633b661a47e1e5584572ac431ff591939882b4,239807,40,231689d6ad40433dba8ffea2ccd2e28d765acfdedac3ac01ecb5a49d946e8d4e,2795f0916cbf40c66e4d11f80cd7772d194207e6b1bacf0430bb7b9bfe2edb7c
20260816T130339Z-lam0-f32,stock+det@v2,imbalanced_binary,standard,binary,synthetic,generated:imbalanced_binary,True,mojotrees,0.1.0,cpu,cpu,train transfers=0 syncs=0,10,feature_major,1,ok,average_precision,0.010217821470117973,2.0838666670024395,8.054641,3.8652381784033647,0.03284562501357868,0.32331641600467265,1.0116943295747867,4.229199839755893e-05,0.0018834169604815543,0.03628674999345094,597344256,623666,100,255,10200,043135be12ca8f31940d762bbf633b661a47e1e5584572ac431ff591939882b4,239807,40,231689d6ad40433dba8ffea2ccd2e28d765acfdedac3ac01ecb5a49d946e8d4e,2795f0916cbf40c66e4d11f80cd7772d194207e6b1bacf0430bb7b9bfe2edb7c
20260816T130339Z-lam0-f32,stock+det@v2,imbalanced_binary,standard,binary,synthetic,generated:imbalanced_binary,True,mojotrees,0.1.0,cpu,cpu,train transfers=0 syncs=0,10,feature_major,2,ok,average_precision,0.010217821470117973,2.1265913330134936,8.169526,3.841605988501488,0.03426712495274842,0.30692595802247524,1.011051662099154,3.943746560253203e-05,0.0019158750073984265,0.036081083002500236,586776576,623666,100,255,10200,043135be12ca8f31940d762bbf633b661a47e1e5584572ac431ff591939882b4,239807,40,231689d6ad40433dba8ffea2ccd2e28d765acfdedac3ac01ecb5a49d946e8d4e,2795f0916cbf40c66e4d11f80cd7772d194207e6b1bacf0430bb7b9bfe2edb7c
20260816T130339Z-lam0-f32,stock+det@v2,imbalanced_binary,standard,binary,synthetic,generated:imbalanced_binary,True,lightgbm,4.7.0,cpu,cpu,unavailable,10,auto (unresolved),0,ok,average_precision,0.012351556620952284,1.922330665984191,5.224156000000001,2.717615700795861,0.4100946249673143,0.06607016699854285,6.169471313868319,8.606247138231993e-05,0.021374375035520643,0.5741597919841297,750682112,349458,100,255,10200,043135be12ca8f31940d762bbf633b661a47e1e5584572ac431ff591939882b4,239807,40,58f6b8b9c3f048e495ae7813f2afffe708ba165c61c3af6a0b56858a4ca4cf72,2795f0916cbf40c66e4d11f80cd7772d194207e6b1bacf0430bb7b9bfe2edb7c
20260816T130339Z-lam0-f32,stock+det@v2,imbalanced_binary,standard,binary,synthetic,generated:imbalanced_binary,True,lightgbm,4.7.0,cpu,cpu,unavailable,10,auto (unresolved),1,ok,average_precision,0.012351556620952284,1.3611793339950964,4.84693,3.5608313166011243,0.36344462499255314,0.07307591696735471,5.061790742430824,7.579196244478226e-05,0.005293999973218888,0.4895920419949107,754139136,349458,100,255,10200,043135be12ca8f31940d762bbf633b661a47e1e5584572ac431ff591939882b4,239807,40,58f6b8b9c3f048e495ae7813f2afffe708ba165c61c3af6a0b56858a4ca4cf72,2795f0916cbf40c66e4d11f80cd7772d194207e6b1bacf0430bb7b9bfe2edb7c
20260816T130339Z-lam0-f32,stock+det@v2,imbalanced_binary,standard,binary,synthetic,generated:imbalanced_binary,True,lightgbm,4.7.0,cpu,cpu,unavailable,10,auto (unresolved),2,ok,average_precision,0.012351556620952284,1.180391417001374,4.517652,3.8272491098558548,0.27790870802709833,0.06108416698407382,5.990406648181094,6.8583496613428e-05,0.004217084031552076,0.3554729160387069,794542080,349458,100,255,10200,043135be12ca8f31940d762bbf633b661a47e1e5584572ac431ff591939882b4,239807,40,58f6b8b9c3f048e495ae7813f2afffe708ba165c61c3af6a0b56858a4ca4cf72,2795f0916cbf40c66e4d11f80cd7772d194207e6b1bacf0430bb7b9bfe2edb7c
20260816T130339Z-lam0-f32,stock+det@v2,multiclass,standard,multiclass,synthetic,generated:multiclass,True,mojotrees,0.1.0,cpu,cpu,grow_tree transfers=0 syncs=0,10,feature_major,0,ok,multi_logloss,0.6211224373056979,12.370421250001527,44.243438000000005,3.5765506368665125,0.017368874978274107,2.205383000022266,0.9944091539026504,7.766651106067002e-05,0.002740542055107653,0.04138133296510205,392282112,3091527,700,255,7650,88f032fa6b890d292dadc1d1a2ee2405f94d718f712818273853c4a24e77d7de,159649,30,88fda9137e0f21d8099a8b9e9c7329ca2fea248edfadf3656547c8d48aa947dc,976424ba3825ef826cefbccaf412c627c89cdd6a32330d1361de307cc78b10b0
20260816T130339Z-lam0-f32,stock+det@v2,multiclass,standard,multiclass,synthetic,generated:multiclass,True,mojotrees,0.1.0,cpu,cpu,grow_tree transfers=0 syncs=0,10,feature_major,1,ok,multi_logloss,0.6211224373056979,10.435904584010132,38.176289000000004,3.658167693339552,0.0187360419658944,1.1096220840117894,0.9998141077485665,7.95834930613637e-05,0.0019782920135185122,0.037390541983768344,396951552,3091527,700,255,7650,88f032fa6b890d292dadc1d1a2ee2405f94d718f712818273853c4a24e77d7de,159649,30,88fda9137e0f21d8099a8b9e9c7329ca2fea248edfadf3656547c8d48aa947dc,976424ba3825ef826cefbccaf412c627c89cdd6a32330d1361de307cc78b10b0
20260816T130339Z-lam0-f32,stock+det@v2,multiclass,standard,multiclass,synthetic,generated:multiclass,True,mojotrees,0.1.0,cpu,cpu,grow_tree transfers=0 syncs=0,10,feature_major,2,ok,multi_logloss,0.6211224373056979,10.470538292021956,38.310717,3.6589061547285406,0.012411249976139516,1.090904499986209,1.0013800474870267,8.664597407914698e-05,0.001881374977529049,0.027930375013966113,401014784,3091527,700,255,7650,88f032fa6b890d292dadc1d1a2ee2405f94d718f712818273853c4a24e77d7de,159649,30,88fda9137e0f21d8099a8b9e9c7329ca2fea248edfadf3656547c8d48aa947dc,976424ba3825ef826cefbccaf412c627c89cdd6a32330d1361de307cc78b10b0
20260816T130339Z-lam0-f32,stock+det@v2,multiclass,standard,multiclass,synthetic,generated:multiclass,True,lightgbm,4.7.0,cpu,cpu,unavailable,10,auto (unresolved),0,ok,multi_logloss,0.4362542428288342,4.789110749959946,17.364247000000002,3.625776873116837,0.09410662500886247,0.24450683302711695,9.291400865463933,7.560450467281044e-05,0.005128999997396022,0.19954329199390486,497713152,2420546,700,255,7650,88f032fa6b890d292dadc1d1a2ee2405f94d718f712818273853c4a24e77d7de,159649,30,f7c62fe5b8129b25ecfe14aca853117f2fefd9951d47fcf15e8e117a6b5adc21,976424ba3825ef826cefbccaf412c627c89cdd6a32330d1361de307cc78b10b0
