run_id,comparator,scenario,tier,task,data_kind,dataset,pinned,engine,engine_version,device_requested,device_used,backend_proof,threads,histogram_builder,repeat,status,primary_metric,primary_value,train_s,train_cpu_s,train_par_eff,binning_s,predict_batch_s,predict_batch_par_eff,predict_row_s,warmup_s,import_s,peak_rss_bytes,model_bytes,num_trees,num_bin,bins_total,bins_sha256,train_rows,train_features,predictions_sha256,data_sha256
20260816T130210Z-lam0-f32,stock+det@v2,imbalanced_binary,standard,binary,synthetic,generated:imbalanced_binary,True,mojotrees,0.1.0,cpu,cpu,train transfers=0 syncs=0,10,feature_major,0,ok,average_precision,0.010217821470117973,1.9766947090392932,7.621030000000001,3.8554410881708434,0.033916083979420364,0.2742204160313122,1.01346939816569,4.960451042279601e-05,0.0021172919659875333,0.2657879999605939,588890112,623666,100,255,10200,043135be12ca8f31940d762bbf633b661a47e1e5584572ac431ff591939882b4,239807,40,231689d6ad40433dba8ffea2ccd2e28d765acfdedac3ac01ecb5a49d946e8d4e,2795f0916cbf40c66e4d11f80cd7772d194207e6b1bacf0430bb7b9bfe2edb7c
20260816T130210Z-lam0-f32,stock+det@v2,imbalanced_binary,standard,binary,synthetic,generated:imbalanced_binary,True,mojotrees,0.1.0,cpu,cpu,train transfers=0 syncs=0,10,feature_major,1,ok,average_precision,0.010217821470117973,2.4901874579954892,9.486286,3.809466620491341,0.042898957966826856,0.2961576670059003,1.0132250888394272,3.8729485822841525e-05,0.0021423340076580644,0.0599927079747431,597016576,623666,100,255,10200,043135be12ca8f31940d762bbf633b661a47e1e5584572ac431ff591939882b4,239807,40,231689d6ad40433dba8ffea2ccd2e28d765acfdedac3ac01ecb5a49d946e8d4e,2795f0916cbf40c66e4d11f80cd7772d194207e6b1bacf0430bb7b9bfe2edb7c
20260816T130210Z-lam0-f32,stock+det@v2,imbalanced_binary,standard,binary,synthetic,generated:imbalanced_binary,True,mojotrees,0.1.0,cpu,cpu,train transfers=0 syncs=0,10,feature_major,2,ok,average_precision,0.010217821470117973,2.2387918750173412,8.599431000000001,3.8411033629168374,0.03456116700544953,0.25765174999833107,1.014106447972541,3.80830024369061e-05,0.0020872500026598573,0.04237408400513232,586252288,623666,100,255,10200,043135be12ca8f31940d762bbf633b661a47e1e5584572ac431ff591939882b4,239807,40,231689d6ad40433dba8ffea2ccd2e28d765acfdedac3ac01ecb5a49d946e8d4e,2795f0916cbf40c66e4d11f80cd7772d194207e6b1bacf0430bb7b9bfe2edb7c
20260816T130210Z-lam0-f32,stock+det@v2,imbalanced_binary,standard,,,,,lightgbm,,cpu,,,10,,0,error,,,,,,,,,,,,,,,,,,,,,
20260816T130210Z-lam0-f32,stock+det@v2,imbalanced_binary,standard,,,,,lightgbm,,cpu,,,10,,1,error,,,,,,,,,,,,,,,,,,,,,
20260816T130210Z-lam0-f32,stock+det@v2,imbalanced_binary,standard,,,,,lightgbm,,cpu,,,10,,2,error,,,,,,,,,,,,,,,,,,,,,
20260816T130210Z-lam0-f32,stock+det@v2,multiclass,standard,multiclass,synthetic,generated:multiclass,True,mojotrees,0.1.0,cpu,cpu,grow_tree transfers=0 syncs=0,10,feature_major,0,ok,multi_logloss,0.6211224373056979,10.82364299998153,39.148885,3.61697859030151,0.012431874987669289,1.1107118329964578,1.0017391567440317,7.856253068894148e-05,0.001692499965429306,0.027502874960191548,386154496,3091527,700,255,7650,88f032fa6b890d292dadc1d1a2ee2405f94d718f712818273853c4a24e77d7de,159649,30,88fda9137e0f21d8099a8b9e9c7329ca2fea248edfadf3656547c8d48aa947dc,976424ba3825ef826cefbccaf412c627c89cdd6a32330d1361de307cc78b10b0
20260816T130210Z-lam0-f32,stock+det@v2,multiclass,standard,multiclass,synthetic,generated:multiclass,True,mojotrees,0.1.0,cpu,cpu,grow_tree transfers=0 syncs=0,10,feature_major,1,ok,multi_logloss,0.6211224373056979,10.722436124982778,38.926741,3.630400829276334,0.012821084004826844,1.1502879579784349,1.0006398264659642,8.281250484287739e-05,0.0018276249757036567,0.02847333298996091,395804672,3091527,700,255,7650,88f032fa6b890d292dadc1d1a2ee2405f94d718f712818273853c4a24e77d7de,159649,30,88fda9137e0f21d8099a8b9e9c7329ca2fea248edfadf3656547c8d48aa947dc,976424ba3825ef826cefbccaf412c627c89cdd6a32330d1361de307cc78b10b0
20260816T130210Z-lam0-f32,stock+det@v2,multiclass,standard,multiclass,synthetic,generated:multiclass,True,mojotrees,0.1.0,cpu,cpu,grow_tree transfers=0 syncs=0,10,feature_major,2,ok,multi_logloss,0.6211224373056979,10.688194208953064,38.83943,3.633862675087415,0.012418541999068111,1.1646222079871222,0.9990235957110809,0.00011097901733592153,0.0019449579995125532,0.0282269170274958,390660096,3091527,700,255,7650,88f032fa6b890d292dadc1d1a2ee2405f94d718f712818273853c4a24e77d7de,159649,30,88fda9137e0f21d8099a8b9e9c7329ca2fea248edfadf3656547c8d48aa947dc,976424ba3825ef826cefbccaf412c627c89cdd6a32330d1361de307cc78b10b0
20260816T130210Z-lam0-f32,stock+det@v2,multiclass,standard,,,,,lightgbm,,cpu,,,10,,0,error,,,,,,,,,,,,,,,,,,,,,
20260816T130210Z-lam0-f32,stock+det@v2,multiclass,standard,,,,,lightgbm,,cpu,,,10,,1,error,,,,,,,,,,,,,,,,,,,,,
20260816T130210Z-lam0-f32,stock+det@v2,multiclass,standard,,,,,lightgbm,,cpu,,,10,,2,error,,,,,,,,,,,,,,,,,,,,,
